Dapi,MAP2,Brn2,S100,TBR1,ki67,GAD67,nestin,Tuj1,GFAP,SOX1,SOX2,SOX9,CD44,PAX6,synphy,syn1
20,35,60,100,28,15,60,10,38,40,11,70,40,30,65,85,30
