Dapi,MAP2,Brn2,S100B,TBR1,ki67,GAD67,nestin,Tuj1,SOX1,CD44,SOX2,SOX9,PAX6,syn,GFAP
20,38,35,40,30,120,,87,38,,85,,,,65,85
